ticker,nct,sponsor,pcd,status
KRYS,NCT04491604,"Krystal Biotech, Inc.",2021-10-29,COMPLETED
KRYS,NCT07016750,"Krystal Biotech, Inc.",2026-12,RECRUITING
AUPH,NCT03597464,Aurinia Pharmaceuticals Inc.,2021-10-07,COMPLETED
AUPH,NCT03021499,Aurinia Pharmaceuticals Inc.,2019-09-24,COMPLETED
AUPH,NCT04147650,Aurinia Pharmaceuticals Inc.,2020-09-17,COMPLETED
AUPH,NCT05288855,Aurinia Pharmaceuticals Inc.,2025-07-03,TERMINATED
AUPH,NCT05962788,Aurinia Pharmaceuticals Inc.,2025-07-04,TERMINATED
SRNE,NCT04044742,"Sorrento Therapeutics, Inc.",2023-03,WITHDRAWN
SRNE,NCT04386980,"Sorrento Therapeutics, Inc.",2022-06,WITHDRAWN
SRNE,NCT04037241,"Sorrento Therapeutics, Inc.",2022-01-01,WITHDRAWN
SRNE,NCT04572776,"Sorrento Therapeutics, Inc.",2023-03,WITHDRAWN
CKPT,NCT04786964,"Checkpoint Therapeutics, Inc.",2023-12-30,TERMINATED
AVIR,NCT05629962,"Atea Pharmaceuticals, Inc.",2024-04-25,COMPLETED
AVIR,NCT07037277,"Atea Pharmaceuticals, Inc.",2026-12,ACTIVE_NOT_RECRUITING
AVIR,NCT06868264,"Atea Pharmaceuticals, Inc.",2026-09,ACTIVE_NOT_RECRUITING
LIANY,NCT05629390,LianBio LLC,2023-09-15,COMPLETED
LIANY,NCT05174416,LianBio LLC,2023-03-06,COMPLETED
SYRE,NCT05676853,Aeglea Biotherapeutics,2023-04-27,TERMINATED
SYRE,NCT03921541,Aeglea Biotherapeutics,2023-01-27,COMPLETED
ARCT,NCT06279871,"Arcturus Therapeutics, Inc.",2024-10-09,COMPLETED
KOD,NCT04964089,Kodiak Sciences Inc,2023-03-28,COMPLETED
KOD,NCT06556368,Kodiak Sciences Inc,2026-08,ACTIVE_NOT_RECRUITING
KOD,NCT06270836,Kodiak Sciences Inc,2026-02-13,COMPLETED
KOD,NCT04592419,Kodiak Sciences Inc,2022-06-10,COMPLETED
KOD,NCT04603937,Kodiak Sciences Inc,2023-04-27,TERMINATED
KOD,NCT04611152,Kodiak Sciences Inc,2023-05-11,TERMINATED
KOD,NCT04049266,Kodiak Sciences Inc,2021-11-17,TERMINATED
KOD,NCT05066230,Kodiak Sciences Inc,2023-08-03,TERMINATED
HALO,NCT02715804,Halozyme Therapeutics,2019-11-04,TERMINATED
OPTN,NCT03960580,Optinose US Inc.,2022-05-04,COMPLETED
OPTN,NCT03747458,Optinose US Inc.,2026-03-31,ACTIVE_NOT_RECRUITING
OPTN,NCT03591068,Optinose US Inc.,2019-02-22,COMPLETED
OPTN,NCT03781804,Optinose US Inc.,2022-01-19,COMPLETED
VERU,NCT04869943,Veru Inc.,2024-01-09,TERMINATED
VERU,NCT04844749,Veru Inc.,2023-05-04,TERMINATED
VERU,NCT05065411,Veru Inc.,2023-10-19,TERMINATED
VERU,NCT04842747,Veru Inc.,2022-07-06,COMPLETED
ALDX,NCT04136366,"Aldeyra Therapeutics, Inc.",2022-06-14,COMPLETED
ALDX,NCT06424444,"Aldeyra Therapeutics, Inc.",2024-11-03,COMPLETED
ALDX,NCT05062330,"Aldeyra Therapeutics, Inc.",2022-03-04,COMPLETED
ALDX,NCT06389214,"Aldeyra Therapeutics, Inc.",2024-06-11,COMPLETED
ALDX,NCT07402876,"Aldeyra Therapeutics, Inc.",2026-12,RECRUITING
ALDX,NCT04207736,"Aldeyra Therapeutics, Inc.",2021-02-16,COMPLETED
ALDX,NCT06493604,"Aldeyra Therapeutics, Inc.",2025-02-27,COMPLETED
ALDX,NCT04674358,"Aldeyra Therapeutics, Inc.",2021-09-12,COMPLETED
ALDX,NCT03131154,"Aldeyra Therapeutics, Inc.",2019-04-19,COMPLETED
ALDX,NCT04735393,"Aldeyra Therapeutics, Inc.",2022-10-11,COMPLETED
ALDX,NCT05234554,"Aldeyra Therapeutics, Inc.",2023-04-22,COMPLETED
ALDX,NCT03445650,"Aldeyra Therapeutics, Inc.",2020-01-18,COMPLETED
ALDX,NCT03494504,"Aldeyra Therapeutics, Inc.",2018-11-05,COMPLETED
ALDX,NCT03879863,"Aldeyra Therapeutics, Inc.",2019-10-04,COMPLETED
YMAB,NCT03275402,Y-mAbs Therapeutics,2023-06-02,TERMINATED
SWTX,NCT03785964,"SpringWorks Therapeutics, Inc., a healthcare company of Merck KGaA, Darmstadt, Germany",2022-04-07,COMPLETED
TRVN,NCT02656875,Trevena Inc.,2017-05,COMPLETED
ADIL,NCT04101227,Adial Pharmaceuticals,2022-02-18,COMPLETED
AKRO,NCT06161571,"Akero Therapeutics, Inc",2026-03-03,ACTIVE_NOT_RECRUITING
DMKPQ,NCT04729595,Adamis Pharmaceuticals Corporation,2022-09-21,TERMINATED
DMKPQ,NCT03835871,Adamis Pharmaceuticals Corporation,2019-12,WITHDRAWN
DMKPQ,NCT03834012,Adamis Pharmaceuticals Corporation,2019-11,WITHDRAWN
MIST,NCT03464019,Milestone Pharmaceuticals Inc.,2023-01-20,TERMINATED
MIST,NCT04952610,Milestone Pharmaceuticals Inc.,2026-04-10,COMPLETED
MIST,NCT04072835,Milestone Pharmaceuticals Inc.,2023-01-26,COMPLETED
MIST,NCT03635996,Milestone Pharmaceuticals Inc.,2020-11-13,TERMINATED
MIRM,NCT04185363,"Mirum Pharmaceuticals, Inc.",2025-04-23,COMPLETED
MIRM,NCT07298330,"Mirum Pharmaceuticals, Inc.",2026-08,ACTIVE_NOT_RECRUITING
MIRM,NCT03353454,"Mirum Pharmaceuticals, Inc.",2020-06-15,WITHDRAWN
MIRM,NCT06553768,"Mirum Pharmaceuticals, Inc.",2026-10,ACTIVE_NOT_RECRUITING
MIRM,NCT03905330,"Mirum Pharmaceuticals, Inc.",2022-09-01,COMPLETED
MIRM,NCT04270682,"Mirum Pharmaceuticals, Inc.",2023-07-13,COMPLETED
CYDY,NCT02859961,"CytoDyn, Inc.",2020-09-16,COMPLETED
CYDY,NCT03902522,"CytoDyn, Inc.",2020-05-18,COMPLETED
CYDY,NCT05271370,"CytoDyn, Inc.",2022-06-20,TERMINATED
CYDY,NCT02483078,"CytoDyn, Inc.",2018-02,COMPLETED
CYDY,NCT02990858,"CytoDyn, Inc.",2022-06,TERMINATED
ATNM,NCT02665065,Actinium Pharmaceuticals,2022-06,ACTIVE_NOT_RECRUITING
ABEO,NCT05725018,"Abeona Therapeutics, Inc",2025-09-30,ACTIVE_NOT_RECRUITING
ABEO,NCT04227106,"Abeona Therapeutics, Inc",2022-10-18,COMPLETED
XERS,NCT02656069,Xeris Pharmaceuticals,2017-08-14,COMPLETED
XERS,NCT03738865,Xeris Pharmaceuticals,2019-03-29,COMPLETED
XERS,NCT03439072,Xeris Pharmaceuticals,2018-04-18,COMPLETED
XERS,NCT03091673,Xeris Pharmaceuticals,2017-09-07,COMPLETED
AVXL,NCT04314934,Anavex Life Sciences Corp.,2024-06-14,COMPLETED
AVXL,NCT03941444,Anavex Life Sciences Corp.,2021-09-30,COMPLETED
AVXL,NCT03790709,Anavex Life Sciences Corp.,2022-06-30,COMPLETED
AVXL,NCT04304482,Anavex Life Sciences Corp.,2023-06-01,COMPLETED
GOSS,NCT06274801,"Gossamer Bio USA, Inc.",2026-12,RECRUITING
VERA,NCT03166527,Vera Bril,2018-12-15,UNKNOWN
VERA,NCT04716231,"Vera Therapeutics, Inc.",2025-05-15,ACTIVE_NOT_RECRUITING
VERA,NCT05609812,"Vera Therapeutics, Inc.",2026-03-15,WITHDRAWN
ORMP,NCT04606576,"Oramed, Ltd.",2023-01-13,TERMINATED
ORMP,NCT04754334,"Oramed, Ltd.",2023-01-13,TERMINATED
MDGL,NCT04197479,"Madrigal Pharmaceuticals, Inc.",2023-01-06,COMPLETED
MDGL,NCT05500222,"Madrigal Pharmaceuticals, Inc.",2026-12,ACTIVE_NOT_RECRUITING
PTGX,NCT06033586,"Protagonist Therapeutics, Inc.",2026-04-01,ACTIVE_NOT_RECRUITING
PTGX,NCT05210790,"Protagonist Therapeutics, Inc.",2025-02-21,ACTIVE_NOT_RECRUITING
MLTX,NCT06768671,MoonLake Immunotherapeutics AG,2026-09-28,ACTIVE_NOT_RECRUITING
MLTX,NCT06411899,MoonLake Immunotherapeutics AG,2025-09-02,COMPLETED
MLTX,NCT06411379,MoonLake Immunotherapeutics AG,2025-08-14,COMPLETED
CGTX,NCT03053362,Brain and Cognition Discovery Foundation,2018-08-08,COMPLETED
JNJ,NCT03198000,Johnson & Johnson Consumer Inc. (J&JCI),2017-07-21,COMPLETED
MRSN,NCT05329545,Mersana Therapeutics,2023-09-29,TERMINATED
APLS,NCT04770545,"Apellis Pharmaceuticals, Inc.",2025-09-05,COMPLETED
APLS,NCT03531255,"Apellis Pharmaceuticals, Inc.",2025-09-04,COMPLETED
APLS,NCT04085601,"Apellis Pharmaceuticals, Inc.",2021-06-23,COMPLETED
APLS,NCT03525600,"Apellis Pharmaceuticals, Inc.",2021-06-21,COMPLETED
APLS,NCT03525613,"Apellis Pharmaceuticals, Inc.",2021-06-28,COMPLETED
APLS,NCT03500549,"Apellis Pharmaceuticals, Inc.",2019-11-14,COMPLETED
APLS,NCT05067127,"Apellis Pharmaceuticals, Inc.",2024-06-26,COMPLETED
APLS,NCT07214740,"Apellis Pharmaceuticals, Inc.",2025-12-12,COMPLETED
CAPR,NCT05126758,Capricor Inc.,2025-06-18,ACTIVE_NOT_RECRUITING
DERM,NCT05343455,Journey Medical Corporation,2023-06-30,COMPLETED
DERM,NCT05296629,Journey Medical Corporation,2023-06-30,COMPLETED
SGMT,NCT06692283,Sagimet Biosciences Inc.,2026-06,WITHDRAWN
NRBO,NCT04603924,NeuroBo Pharmaceuticals Inc.,2022-02-16,COMPLETED
CLDX,NCT06445023,Celldex Therapeutics,2026-10,ACTIVE_NOT_RECRUITING
CLDX,NCT06455202,Celldex Therapeutics,2026-10,ACTIVE_NOT_RECRUITING
EYPT,NCT06683742,"EyePoint Pharmaceuticals, Inc.",2026-10,ACTIVE_NOT_RECRUITING
EYPT,NCT02748512,"EyePoint Pharmaceuticals, Inc.",2017-08-17,COMPLETED
EYPT,NCT01694186,"EyePoint Pharmaceuticals, Inc.",2018-03-26,COMPLETED
EYPT,NCT06668064,"EyePoint Pharmaceuticals, Inc.",2026-08,ACTIVE_NOT_RECRUITING
EYPT,NCT02746991,"EyePoint Pharmaceuticals, Inc.",2019-10-04,COMPLETED
EYPT,NCT05550363,"EyePoint Pharmaceuticals, Inc.",2023-09,WITHDRAWN
EYPT,NCT05550350,"EyePoint Pharmaceuticals, Inc.",2023-09,WITHDRAWN
EYPT,NCT05070728,"EyePoint Pharmaceuticals, Inc.",2023-04-12,TERMINATED
TARS,NCT04784091,"Tarsus Pharmaceuticals, Inc.",2022-05-09,COMPLETED
TARS,NCT04475432,"Tarsus Pharmaceuticals, Inc.",2021-05-04,COMPLETED
IMNM,NCT04871282,"Immunome, Inc.",2025-12-03,ACTIVE_NOT_RECRUITING
HRMY,NCT05156047,"Harmony Biosciences Management, Inc.",2023-09-08,COMPLETED
HRMY,NCT06366464,"Harmony Biosciences Management, Inc.",2026-07,RECRUITING
HRMY,NCT05458128,"Harmony Biosciences Management, Inc.",2025-10-01,COMPLETED
IXHL,NCT06146101,Incannex Healthcare Ltd,2025-05-20,COMPLETED
AMLX,NCT04516096,Amylyx Pharmaceuticals Inc.,2022-12-30,COMPLETED
AMLX,NCT05619783,Amylyx Pharmaceuticals Inc.,2024-10-16,COMPLETED
AMLX,NCT06122662,Amylyx Pharmaceuticals Inc.,2025-09-30,COMPLETED
AMLX,NCT05021536,Amylyx Pharmaceuticals Inc.,2024-01-19,ACTIVE_NOT_RECRUITING
AMLX,NCT06747468,Amylyx Pharmaceuticals Inc.,2026-03,ACTIVE_NOT_RECRUITING
SLRN,NCT05905783,ACELYRIN Inc.,2024-07-24,TERMINATED
SLRN,NCT05623345,ACELYRIN Inc.,2023-11-30,TERMINATED
LENZ,NCT05728944,"LENZ Therapeutics, Inc",2023-12-14,COMPLETED
LENZ,NCT05656027,"LENZ Therapeutics, Inc",2023-12-15,COMPLETED
LENZ,NCT05753189,"LENZ Therapeutics, Inc",2024-02-09,COMPLETED
LNTH,NCT03571672,Lantheus Medical Imaging,2019-08-30,COMPLETED
LNTH,NCT05184088,Lantheus Germany GmbH,2026-04-21,COMPLETED
LNTH,NCT03719612,Lantheus Medical Imaging,2020-01-09,COMPLETED
ANNX,NCT07020819,"Annexon, Inc.",2026-12-31,RECRUITING
ANNX,NCT06510816,"Annexon, Inc.",2026-10-31,ACTIVE_NOT_RECRUITING
ANNX,NCT04701164,"Annexon, Inc.",2024-04-20,COMPLETED
AVTE,NCT05557942,Aerovate Therapeutics,2024-08-08,TERMINATED
AVTE,NCT05036135,Aerovate Therapeutics,2024-08-09,TERMINATED
HLVX,NCT05281094,HilleVax,2023-12-28,TERMINATED
HLVX,NCT05836012,HilleVax,2024-01-19,COMPLETED
CORT,NCT04308590,Corcept Therapeutics,2024-09-19,COMPLETED
CORT,NCT03697109,Corcept Therapeutics,2024-04-08,COMPLETED
CORT,NCT05257408,Corcept Therapeutics,2025-03-24,ACTIVE_NOT_RECRUITING
CORT,NCT04329949,Corcept Therapeutics,2021-08-23,TERMINATED
IMNN,NCT02112656,Imunon,2020-04-27,COMPLETED
NTLA,NCT06634420,Intellia Therapeutics,2026-02-10,ACTIVE_NOT_RECRUITING
SCPH,NCT03458325,"scPharmaceuticals, Inc.",2021-06-24,COMPLETED
SIGA,NCT04971109,SIGA Technologies,2023-05-12,COMPLETED
RXRX,NCT05130866,Recursion Pharmaceuticals Inc.,2025-08-18,TERMINATED
BHVN,NCT03701399,"Biohaven Pharmaceuticals, Inc.",2022-02-18,ACTIVE_NOT_RECRUITING
BHVN,NCT02960893,"Biohaven Pharmaceuticals, Inc.",2017-08-18,COMPLETED
BHVN,NCT04641143,"Biohaven Pharmaceuticals, Inc.",2025-10-27,COMPLETED
BHVN,NCT06132893,Biohaven Therapeutics Ltd.,2026-12,RECRUITING
BHVN,NCT06309966,Biohaven Therapeutics Ltd.,2026-10,ACTIVE_NOT_RECRUITING
BHVN,NCT03299166,"Biohaven Pharmaceuticals, Inc.",2020-06-02,COMPLETED
BHVN,NCT04693351,"Biohaven Pharmaceuticals, Inc.",2025-04-29,COMPLETED
BHVN,NCT06419582,Biohaven Therapeutics Ltd.,2025-01-15,COMPLETED
BHVN,NCT05337553,"Biohaven Pharmaceuticals, Inc.",2024-09-25,ACTIVE_NOT_RECRUITING
BHVN,NCT06425159,Biohaven Therapeutics Ltd.,2026-03-12,TERMINATED
BHVN,NCT04708834,"Biohaven Pharmaceuticals, Inc.",2026-02-13,TERMINATED
BHVN,NCT03952806,"Biohaven Pharmaceuticals, Inc.",2021-07-29,COMPLETED
BHVN,NCT03829241,"Biohaven Pharmaceuticals, Inc.",2020-01-14,COMPLETED
SRRK,NCT05626855,"Scholar Rock, Inc.",2026-11-01,ACTIVE_NOT_RECRUITING
SRRK,NCT05156320,"Scholar Rock, Inc.",2024-12-18,COMPLETED
MNPR,NCT04648020,Monopar Therapeutics,2023-05-14,TERMINATED
MNKD,NCT06418711,Mannkind Corporation,2025-11-10,TERMINATED
MNKD,NCT04974528,Mannkind Corporation,2024-10-03,COMPLETED
SYRS,NCT04797780,Syros Pharmaceuticals,2024-11-13,TERMINATED
ALEC,NCT06111014,Alector Inc.,2025-09-01,TERMINATED
ALEC,NCT04374136,Alector Inc.,2025-09-01,TERMINATED
OMER,NCT03608033,Omeros Corporation,2024-01-12,TERMINATED
OMER,NCT03205995,Omeros Corporation,2021-02-02,TERMINATED
CADL,NCT01436968,"Candel Therapeutics, Inc.",2024-08,ACTIVE_NOT_RECRUITING
ARWR,NCT06347016,Arrowhead Pharmaceuticals,2026-06-17,ACTIVE_NOT_RECRUITING
ARWR,NCT06347133,Arrowhead Pharmaceuticals,2026-06-01,ACTIVE_NOT_RECRUITING
ARWR,NCT07056062,Arrowhead Regional Medical Center,2025-05-30,COMPLETED
ARWR,NCT05089084,Arrowhead Pharmaceuticals,2024-04-29,COMPLETED
ARWR,NCT06347003,Arrowhead Pharmaceuticals,2026-06-12,ACTIVE_NOT_RECRUITING
ARWR,NCT06366698,Arrowhead Regional Medical Center,2025-12-30,UNKNOWN
ARWR,NCT03469947,Arrowhead Regional Medical Center,2024-07-29,COMPLETED
GRCE,NCT03361501,Grace Therapeutics Inc.,2019-09-24,COMPLETED
GRCE,NCT03398005,Grace Therapeutics Inc.,2019-07-21,COMPLETED
GRCE,NCT04651777,Dr. Grace Parraga,2023-08-25,ACTIVE_NOT_RECRUITING
GRCE,NCT05995405,Grace Therapeutics Inc.,2024-12,ACTIVE_NOT_RECRUITING
GRCE,NCT04206761,Dr. Grace Parraga,2022-07-01,WITHDRAWN
MLYS,NCT06153693,Mineralys Therapeutics Inc.,2024-12-10,COMPLETED
MLYS,NCT05968430,Mineralys Therapeutics Inc.,2025-12-30,ACTIVE_NOT_RECRUITING
TRVI,NCT02174432,Trevi Therapeutics,2017-09-03,COMPLETED
TRVI,NCT03497975,Trevi Therapeutics,2022-05-10,COMPLETED
PTN,NCT05201170,"Palatin Technologies, Inc",2023-09-01,COMPLETED
CMPX,NCT05624268,COMPASS Pathways,2025-05-28,COMPLETED
CMPX,NCT05506943,Compass Therapeutics,2026-12-01,ACTIVE_NOT_RECRUITING
CMPX,NCT05711940,COMPASS Pathways,2025-11-13,ACTIVE_NOT_RECRUITING
ANTX,NCT05327803,"AN2 Therapeutics, Inc",2024-12-18,TERMINATED
RGNX,NCT05693142,REGENXBIO Inc.,2026-09,ACTIVE_NOT_RECRUITING
RGNX,NCT03566043,REGENXBIO Inc.,2023-11-27,ACTIVE_NOT_RECRUITING
PROK,NCT05286853,Prokidney,2024-09-03,WITHDRAWN
VTRS,NCT06215820,Viatris Specialty LLC,2024-08-24,COMPLETED
INMB,NCT04370236,"Inmune Bio, Inc.",2021-10-13,TERMINATED
PVLA,NCT05180708,"Palvella Therapeutics, Inc.",2023-06-30,COMPLETED
PVLA,NCT03920228,"Palvella Therapeutics, Inc.",2020-09-19,COMPLETED
PVLA,NCT04520750,"Palvella Therapeutics, Inc.",2021-06-30,COMPLETED
PVLA,NCT05643872,"Palvella Therapeutics, Inc.",2023-10,RECRUITING
PVLA,NCT06239480,"Palvella Therapeutics, Inc.",2026-01-14,ACTIVE_NOT_RECRUITING
ZBIO,NCT05786573,"Zenas BioPharma (USA), LLC",2026-06-30,ACTIVE_NOT_RECRUITING
ZBIO,NCT05662241,"Zenas BioPharma (USA), LLC",2025-11-13,ACTIVE_NOT_RECRUITING
ALMS,NCT06586112,Alumis Inc,2025-09-19,COMPLETED
ALMS,NCT06588738,Alumis Inc,2025-09-23,COMPLETED
CNTB,NCT05614817,Connect Biopharm LLC,2024-08,WITHDRAWN
MANE,NCT06972264,"Veradermics, Inc.",2026-12,ACTIVE_NOT_RECRUITING
MANE,NCT06724614,"Veradermics, Inc.",2026-02,ACTIVE_NOT_RECRUITING
CRMD,NCT02651428,CorMedix Therapeutics,2018-10,COMPLETED
BMRN,NCT03370913,BioMarin Pharmaceutical,2020-11-16,COMPLETED
BMRN,NCT03694353,BioMarin Pharmaceutical,2021-01-13,COMPLETED
BMRN,NCT03197766,BioMarin Pharmaceutical,2019-10-30,COMPLETED
BMRN,NCT03392974,BioMarin Pharmaceutical,2019-05-22,COMPLETED
BMRN,NCT04323098,BioMarin Pharmaceutical,2023-01-27,COMPLETED
BMRN,NCT06224907,BioMarin Pharmaceutical,2025-04-16,ACTIVE_NOT_RECRUITING
BMRN,NCT00838435,BioMarin Pharmaceutical,2018-09-14,COMPLETED
BMRN,NCT06455059,BioMarin Pharmaceutical,2026-08-01,ACTIVE_NOT_RECRUITING
DMAC,NCT05065216,DiaMedica Therapeutics Inc,2026-12,RECRUITING
CLNN,NCT04626921,Clene Nanomedicine,2023-05-29,COMPLETED
INO,NCT04642638,Inovio Pharmaceuticals,2022-09-13,TERMINATED
INO,NCT03185013,Inovio Pharmaceuticals,2020-07-08,COMPLETED
INO,NCT03721978,Inovio Pharmaceuticals,2022-08-23,COMPLETED
